params,episode,cumulative_reward,mean_waiting_time
learning_rate:0.001,79,-430.0,10.962644667820275
learning_rate:0.001,80,-123.0,10.493930156609943
learning_rate:0.001,81,1593.0,10.358259980427519
learning_rate:0.001,82,-303.0,10.395502775876809
learning_rate:0.001,83,-236.0,10.520814900021843
learning_rate:0.001,84,286.0,10.372683016057456
learning_rate:0.001,85,-1416.0,10.51283952804653
learning_rate:0.001,86,-852.0,10.476220002509788
learning_rate:0.001,87,1718.0,10.797933715103406
learning_rate:0.001,88,-743.0,10.652856299806935
learning_rate:0.001,89,1265.0,10.283074614848429
learning_rate:0.001,90,-1035.0,9.690967988637281
learning_rate:0.001,91,365.0,10.74546676509244
learning_rate:0.001,92,-647.0,9.641427791202586
learning_rate:0.001,93,8.0,9.822092128157044
learning_rate:0.001,94,1203.0,9.526027289730036
learning_rate:0.001,95,-6341.0,9.61976944437444
learning_rate:0.001,96,5980.0,9.308058704330861
learning_rate:0.001,97,344.0,9.839632536208521
learning_rate:0.001,98,-631.0,9.459863931615274
learning_rate:0.001,99,1008.0,9.725785813791033
