params,episode,cumulative_reward,mean_waiting_time,elapsed_time
lane_info:waitingTime,1,-3157.0,19.738182959108208,91.8806140422821
lane_info:waitingTime,2,-2980.0,19.083951072597543,98.22113394737244
lane_info:waitingTime,3,5590.0,18.579564692342945,95.89293479919434
lane_info:waitingTime,4,2357.0,16.419473535526585,91.3100266456604
lane_info:waitingTime,5,296.0,16.779179634632946,72.18073153495789
lane_info:waitingTime,6,-404.0,15.218852982177824,64.83076238632202
lane_info:waitingTime,7,-2442.0,14.746797948162998,53.684508085250854
lane_info:waitingTime,8,1090.0,14.844302505970159,61.27294969558716
lane_info:waitingTime,9,339.0,13.892414208505896,53.622737646102905
lane_info:waitingTime,10,1058.0,13.959185003123316,53.90318179130554
lane_info:waitingTime,11,969.0,12.480931390439114,45.08962392807007
lane_info:waitingTime,12,-683.0,12.49474098039078,43.36871957778931
lane_info:waitingTime,13,676.0,12.045060601188782,44.176289796829224
lane_info:waitingTime,14,-2491.0,12.248044173558782,39.526238679885864
lane_info:waitingTime,15,1352.0,11.082881290537513,36.66299319267273
lane_info:waitingTime,16,-1455.0,11.552860722736828,35.38639521598816
lane_info:waitingTime,17,2626.0,11.330682989057598,43.98580718040466
lane_info:waitingTime,18,131.0,10.308907122228717,38.395697593688965
lane_info:waitingTime,19,131.0,10.504317051721998,33.60882830619812
lane_info:waitingTime,20,-1386.0,9.800806996701194,33.3790807723999
lane_info:waitingTime,21,1372.0,9.693499363421106,34.53000521659851
lane_info:waitingTime,22,23.0,8.55321907921414,28.33270263671875
lane_info:waitingTime,23,-2251.0,8.398507262850526,30.60016369819641
lane_info:waitingTime,24,2288.0,7.684062502429146,28.568397760391235
lane_info:waitingTime,25,-866.0,7.488342888063672,28.946460247039795
lane_info:waitingTime,26,715.0,6.990711099942033,27.777673959732056
lane_info:waitingTime,27,-428.0,6.554404173108759,26.681986808776855
lane_info:waitingTime,28,97.0,5.80290690655127,25.47899889945984
lane_info:waitingTime,29,406.0,5.93341780667148,25.4801504611969
lane_info:waitingTime,30,-131.0,5.916479587487637,25.297411680221558
lane_info:waitingTime,31,196.0,5.1312314257228095,25.251898765563965
lane_info:waitingTime,32,89.0,5.742091592946072,28.50182867050171
lane_info:waitingTime,33,-98.0,4.421056104841279,24.11828064918518
lane_info:waitingTime,34,126.0,4.430338470125285,24.01252317428589
lane_info:waitingTime,35,-838.0,3.9528166287844595,24.668323755264282
lane_info:waitingTime,36,877.0,4.331196911776483,23.060024738311768
lane_info:waitingTime,37,-723.0,4.471622553710688,24.653820753097534
lane_info:waitingTime,38,697.0,3.6209255557257802,23.15408706665039
lane_info:waitingTime,39,27.0,4.1375085462526755,23.78009009361267
lane_info:waitingTime,40,-50.0,3.596620187788878,23.390968322753906
lane_info:waitingTime,41,-1.0,3.863269740973381,23.60568618774414
lane_info:waitingTime,42,-108.0,3.7829693802531588,24.240954875946045
lane_info:waitingTime,43,88.0,3.501810201652191,23.49659490585327
lane_info:waitingTime,44,25.0,3.4685720529292143,23.764265775680542
lane_info:waitingTime,45,59.0,3.551653645312596,23.841454029083252
lane_info:waitingTime,46,18.0,3.2317217039921333,22.90980100631714
lane_info:waitingTime,47,-362.0,3.303206131551674,22.93769359588623
lane_info:waitingTime,48,381.0,3.104087716003304,22.454045057296753
lane_info:waitingTime,49,-18.0,2.970483175721127,23.20651149749756
lane_info:waitingTime,50,-79.0,2.6661680508403576,22.821821928024292
lane_info:waitingTime,51,61.0,2.809776149340073,21.741613626480103
lane_info:waitingTime,52,-13.0,2.8241059216626585,22.66870880126953
lane_info:waitingTime,53,-7.0,2.6685716874827836,22.342127323150635
lane_info:waitingTime,54,-414.0,2.7690243009179283,23.02970552444458
lane_info:waitingTime,55,289.0,2.6539057157521597,22.931812524795532
lane_info:waitingTime,56,12.0,2.5558162254040244,22.67591619491577
lane_info:waitingTime,57,-48.0,2.4883205266209356,22.28588032722473
lane_info:waitingTime,58,113.0,2.5517532791310447,21.515048027038574
lane_info:waitingTime,59,-85.0,2.371785163688003,21.568061351776123
lane_info:waitingTime,60,191.0,2.7066868780068285,22.948909997940063
lane_info:waitingTime,61,-172.0,2.3666028648961173,23.25658917427063
lane_info:waitingTime,62,76.0,2.4072740135700803,22.924346446990967
lane_info:waitingTime,63,-20.0,2.0547612480098176,21.835751056671143
lane_info:waitingTime,64,-359.0,2.258421308292002,21.84761118888855
lane_info:waitingTime,65,430.0,2.1746919399671407,21.864275217056274
lane_info:waitingTime,66,-291.0,2.1880139514158237,22.27787947654724
lane_info:waitingTime,67,236.0,2.119158939180721,22.494896411895752
lane_info:waitingTime,68,76.0,2.2793982681489644,22.90707778930664
lane_info:waitingTime,69,40.0,2.1425798926587243,22.281211376190186
lane_info:waitingTime,70,-20.0,2.12046494025087,22.77988862991333
lane_info:waitingTime,71,-24.0,2.1069005229762237,21.75462532043457
lane_info:waitingTime,72,-40.0,1.9088182732937602,23.01147198677063
lane_info:waitingTime,73,64.0,1.9349208757192145,21.82920527458191
lane_info:waitingTime,74,-20.0,1.8867006766961327,22.001283168792725
lane_info:waitingTime,75,-29.0,1.845477372189079,21.5448796749115
lane_info:waitingTime,76,59.0,1.8189199996381773,22.21176290512085
lane_info:waitingTime,77,16.0,1.9006205679082309,21.71414828300476
lane_info:waitingTime,78,-196.0,1.8241191744482266,22.515957355499268
lane_info:waitingTime,79,168.0,1.8009157889202163,23.807259798049927
lane_info:waitingTime,80,-112.0,1.7676443458322315,23.30184054374695
lane_info:waitingTime,81,131.0,1.8130114623224356,23.265304803848267
lane_info:waitingTime,82,-87.0,1.8762057547656257,23.30486249923706
lane_info:waitingTime,83,-69.0,1.8286765842289563,22.91100311279297
lane_info:waitingTime,84,131.0,1.7194479607346782,22.723824977874756
lane_info:waitingTime,85,-175.0,1.8825799351318913,23.247117042541504
lane_info:waitingTime,86,141.0,2.0497893171733548,23.520037174224854
lane_info:waitingTime,87,-23.0,1.8766133935739544,23.144516944885254
lane_info:waitingTime,88,35.0,1.6522708861475544,22.649114847183228
lane_info:waitingTime,89,19.0,1.6725914454367237,22.67308783531189
lane_info:waitingTime,90,-47.0,1.7998487911211836,23.295267581939697
lane_info:waitingTime,91,74.0,1.6906793857718219,23.20398235321045
lane_info:waitingTime,92,-127.0,1.8264092667672986,23.366689682006836
lane_info:waitingTime,93,86.0,1.7680651125489466,23.236080169677734
lane_info:waitingTime,94,29.0,1.7331402464876926,23.118939876556396
lane_info:waitingTime,95,-293.0,1.769619660073426,22.911806344985962
lane_info:waitingTime,96,259.0,1.5903805220196863,22.743958711624146
lane_info:waitingTime,97,40.0,1.8221959549777145,23.184741258621216
lane_info:waitingTime,98,-36.0,1.8400677785311306,23.44803237915039
lane_info:waitingTime,99,26.0,1.9409763720547668,23.59601616859436
