episode,mean_waiting_time,mean_acc_waiting_time,cumulative_reward,time,loss_value
77,1.9536724446051505,3.4319339982988657,-192.0,35.55175447463989,61.669044494628906
78,1.7577877931470942,3.141276240671168,-142.0,35.604024171829224,69.74236297607422
79,1.674918170402179,2.7497998989117143,-55.0,35.15486121177673,80.43548583984375
80,1.8736173085105692,3.2660700804834226,-102.0,35.60803937911987,93.80525207519531
81,2.4788330471201294,4.382215074189231,-115.0,35.684059381484985,113.42699432373047
82,2.3983958608065215,3.9008367576069056,-48.0,35.96975660324097,74.72107696533203
83,2.0158337889196947,3.5951463790427205,-43.0,35.4918851852417,79.21431732177734
84,1.7088413969009812,2.900612980340435,-206.0,35.44284915924072,89.4104232788086
85,2.0824032570049646,3.7707125573650715,-280.0,35.649128437042236,127.81137084960938
86,1.7992410199224065,3.1816776392560677,-40.0,35.606077432632446,105.37312316894531
87,2.0580437635878215,3.7743236952760664,-556.0,35.743475914001465,70.28250122070312
88,1.9966653461458346,3.46692802253465,-35.0,35.606308460235596,53.591041564941406
89,1.7197771148800616,3.15212840730316,-64.0,35.388636112213135,79.30792236328125
90,1.4605252429481403,2.437632635182582,-133.0,35.441978216171265,75.78837585449219
91,1.60123194794359,2.8364022950288184,-49.0,35.40989589691162,48.44450378417969
92,1.6951688867356887,2.8292063114512755,-16.0,35.51550102233887,89.9818115234375
93,1.7336931959660071,2.892417678538553,-471.0,35.3449604511261,50.948455810546875
94,2.0378083660611406,3.6016416194449827,-157.0,35.48561453819275,47.796470642089844
95,1.6270331471321702,3.0262529427377967,-169.0,35.53695821762085,67.95918273925781
96,1.7596729540962541,3.2078497911461543,-342.0,35.78252840042114,57.824737548828125
97,1.617916466655736,2.727041486387145,-22.0,35.2342050075531,113.6544189453125
98,1.6346818156988803,2.8188071421849927,-114.0,35.4659686088562,89.03678894042969
99,1.7170283344759443,3.1901336414861055,-9.0,35.40965247154236,54.534019470214844
100,1.8456753899127263,3.1099849093489484,-255.0,35.799243450164795,69.060302734375
